#bulbasaur
01,Tackle
01,Scratch
01,Tail Whip
01,Body Slam
08,Scratch
12,Double Kick
23,Body Slam
14,Poison Sting

#nidoran-m
01,Growl
01,Tackle
08,Scratch
12,Double Kick
14,Poison Sting
21,Tail Whip
29,Bite
36,Fury Swipes

#nidorino
01,Leer
01,Tackle
01,Horn Attack
08,Horn Attack
12,Double Kick
14,Poison Sting
23,Focus Energy
32,Fury Attack
41,Horn Drill

#nidoking
01,Tackle
01,Horn Attack
01,Poison
01,Thrash
08,Horn Attack
12,Double Kick
23,Thrash
14,Poison

#clefairy
01,Pound
01,Growl
13,Sing
18,DoubleSlap
24,Minimize
31,Metronome
39,Defense Curl
48,Light Screen

#clefable
01,Sing
01,DoubleSlap
01,Minimize
01,Metronome

#vulpix
01,Ember
01,Tail Whip
16,Quick Attack
21,Roar
28,Confuse Ray
35,Flamethrower
42,Fire Spin

#ninetales
01,Ember
01,Tail Whip
01,Quick Attack
01,Roar

#jigglypuff
01,Sing
09,Pound
14,Disable
19,Defense Curl
24,DoubleSlap
29,Rest
34,Body Slam
39,Double-Edge

#wigglytuff
01,Sing
01,Disable
01,Defense Curl
01,DoubleSlap

#zubat
01,Leech Life
10,Supersonic
15,Bite
21,Confuse Ray
28,Wing Attack
36,Haze

#golbat
01,Leech Life
01,Screech
01,Bite
10,Supersonic
15,Bite
21,Confuse Ray
32,Wing Attack
43,Haze

#oddish
01,Absorb
15,PoisonPowder
17,Stun Spore
19,Sleep Powder
24,Acid
33,Petal Dance
46,SolarBeam

#gloom
01,Absorb
01,PoisonPowder
01,Stun Spore
15,PoisonPowder
17,Stun Spore
19,Sleep Powder
28,Acid
38,Petal Dance
52,SolarBeam

#vileplume
01,Stun Spore
01,Sleep Powder
01,Acid
01,Petal Dance
15,PoisonPowder
17,Stun Spore
19,Sleep Powder

#paras
01,Scratch
13,Stun Spore
20,Leech Life
27,Spore
34,Slash
41,Growth

#parasect
01,Scratch
01,Stun Spore
01,Leech Life
13,Stun Spore
20,Leech Life
30,Spore
39,Slash
48,Growth

#venonat
01,Tackle
01,Disable
11,Supersonic
19,Confusion
22,PoisonPowder
27,Leech Life
30,Stun Spore
35,Psybeam
38,Sleep Powder
43,Psychic

#venomoth
01,Tackle
01,Disable
01,Supersonic
01,Confusion
22,PoisonPowder
27,Leech Life
30,Stun Spore
38,Psybeam
43,Sleep Powder
50,Psychic
01,PoisonPowder
01,Leech Life

#diglett
01,Scratch
15,Growl
19,Dig
24,Sand-Attack
31,Slash
40,Earthquake

#dugtrio
01,Scratch
01,Growl
01,Dig
15,Growl
19,Dig
24,Sand-Attack
35,Slash
47,Earthquake

#meowth
01,Scratch
01,Growl
12,Bite
17,Pay Day
24,Screech
33,Fury Swipes
44,Slash

#persian
01,Scratch
01,Growl
01,Bite
01,Screech
12,Bite
17,Pay Day
24,Screech
37,Fury Swipes
51,Slash

#psyduck
01,Scratch
28,Tail Whip
31,Disable
36,Confusion
43,Fury Swipes
52,Hydro Pump

#golduck
01,Scratch
01,Tail Whip
01,Disable
28,Tail Whip
31,Disable
39,Confusion
48,Fury Swipes
59,Hydro Pump

#mankey
01,Scratch
01,Leer
09,Low Kick
15,Karate Chop
21,Fury Swipes
27,Focus Energy
33,Seismic Toss
39,Thrash
45,Screech

#primeape
01,Scratch
01,Leer
01,Low Kick
01,Karate Chop
09,Low Kick
15,Karate Chop
21,Fury Swipes
27,Focus Energy
28,Rage
37,Seismic Toss
45,Screech
46,Thrash
01,Fury Swipes

#growlithe
01,Bite
01,Roar
18,Ember
23,Leer
30,Take Down
39,Agility
50,Flamethrower

#arcanine
01,Roar
01,Ember
01,Leer
01,Take Down

#poliwag
01,Bubble
16,Hypnosis
19,Water Gun
25,DoubleSlap
31,Body Slam
38,Amnesia
45,Hydro Pump

#poliwhirl
01,Bubble
01,Hypnosis
01,Water Gun
16,Hypnosis
19,Water Gun
26,DoubleSlap
33,Body Slam
41,Amnesia
49,Hydro Pump

#poliwrath
01,Hypnosis
01,Water Gun
01,DoubleSlap
01,Body Slam
16,Hypnosis
19,Water Gun

#abra
01,Teleport

#kadabra
01,Teleport
01,Kinesis
16,Confusion
20,Disable
27,Psybeam
31,Recover
38,Psychic
42,Reflect
01,Confusion
01,Disable

#alakazam
01,Teleport
01,Kinesis
16,Confusion
20,Disable
27,Psybeam
31,Recover
38,Psychic
42,Reflect
01,Confusion
01,Disable

#machop
01,Karate Chop
20,Low Kick
25,Leer
32,Focus Energy
39,Seismic Toss
46,Submission

#machoke
01,Karate Chop
01,Low Kick
01,Leer
20,Low Kick
25,Leer
36,Focus Energy
44,Seismic Toss
52,Submission

#machamp
01,Karate Chop
01,Low Kick
01,Leer
20,Low Kick
25,Leer
36,Focus Energy
44,Seismic Toss
52,Submission

#bellsprout
01,Vine Whip
01,Growth
13,Wrap
15,PoisonPowder
18,Sleep Powder
21,Stun Spore
26,Acid
33,Razor Leaf
42,Slam

#weepinbell
01,Vine Whip
01,Growth
01,Wrap
13,Wrap
15,PoisonPowder
18,Sleep Powder
23,Stun Spore
29,Acid
38,Razor Leaf
49,Slam

#victreebel
01,Sleep Powder
01,Stun Spore
01,Acid
01,Razor Leaf
13,Wrap
15,PoisonPowder
18,Sleep Powder

#tentacool
01,Acid
07,Supersonic
13,Wrap
18,Poison Sting
22,Water Gun
27,Constrict
33,Barrier
40,Screech
48,Hydro Pump

#tentacruel
01,Acid
01,Supersonic
01,Wrap
07,Supersonic
13,Wrap
18,Poison Sting
22,Water Gun
27,Constrict
35,Barrier
43,Screech
50,Hydro Pump

#geodude
01,Tackle
11,Defense Curl
16,Rock Throw
21,Selfdestruct
26,Harden
31,Earthquake
36,Explosion

#graveler
01,Tackle
01,Defense Curl
11,Defense Curl
16,Rock Throw
21,Selfdestruct
29,Harden
36,Earthquake
43,Explosion

#golem
01,Tackle
01,Defense Curl
11,Defense Curl
16,Rock Throw
21,Selfdestruct
29,Harden
36,Earthquake
43,Explosion

#ponyta
01,Ember
30,Tail Whip
32,Stomp
35,Growl
39,Fire Spin
43,Take Down
48,Agility

#rapidash
01,Ember
01,Tail Whip
01,Stomp
01,Growl
30,Tail Whip
32,Stomp
35,Growl
39,Fire Spin
47,Take Down
55,Agility

#slowpoke
01,Confusion
18,Disable
22,Headbutt
27,Growl
33,Water Gun
40,Amnesia
48,Psychic

#slowbro
01,Confusion
01,Disable
01,Headbutt
18,Disable
22,Headbutt
27,Growl
33,Water Gun
37,Withdraw
44,Amnesia
55,Psychic

#magnemite
01,Tackle
21,SonicBoom
25,ThunderShock
29,Supersonic
35,Thunder Wave
41,Swift
47,Screech

#magneton
01,Tackle
01,SonicBoom
01,ThunderShock
21,SonicBoom
25,ThunderShock
29,Supersonic
38,Thunder Wave
46,Swift
54,Screech

#farfetchd
01,Peck
01,Sand-Attack
07,Leer
15,Fury Attack
23,Swords Dance
31,Agility
39,Slash

#doduo
01,Peck
20,Growl
24,Fury Attack
30,Drill Peck
36,Rage
40,Tri Attack
44,Agility

#dodrio
01,Peck
01,Growl
01,Fury Attack
20,Growl
24,Fury Attack
30,Drill Peck
39,Rage	Normal
45,Tri Attack
51,Agility

#seel
01,Headbutt
30,Growl
35,Aurora Beam
40,Rest
45,Take Down
50,Ice Beam

#dewgong
01,Headbutt
01,Growl
01,Aurora Beam
30,Growl
35,Aurora Beam
44,Rest
50,Take Down
56,Ice Beam

#grimer
01,Pound
01,Disable
30,Poison Gas
33,Minimize
37,Sludge
42,Harden
48,Screech
55,Acid Armor

#muk
01,Pound
01,Disable
01,Poison Gas
30,Poison Gas
33,Minimize
37,Sludge
45,Harden
53,Screech
60,Acid Armor

#shellder
01,Tackle
01,Withdraw
18,Supersonic
23,Clamp
30,Aurora Beam
39,Leer
50,Ice Beam

#cloyster
01,Withdraw
01,Supersonic
01,Clamp
01,Aurora Beam
50,Spike Cannon

#gastly
01,Lick
01,Confuse Ray
01,Night Shade
27,Hypnosis
35,Dream Eater

#haunter
01,Lick
01,Confuse Ray
01,Night Shade
29,Hypnosis
38,Dream Eater

#gengar
01,Lick
01,Confuse Ray
01,Night Shade
29,Hypnosis
38,Dream Eater

#onix
01,Tackle
01,Screech
15,Bind
19,Rock Throw
25,Rage
33,Slam
43,Harden

#drowzee
01,Pound
01,Hypnosis
12,Disable
17,Confusion
24,Headbutt
29,Poison Gas
32,Psychic
37,Meditate

#hypno
01,Pound
01,Hypnosis
01,Disable
01,Confusion
12,Disable
17,Confusion
24,Headbutt
33,Poison Gas
37,Psychic
43,Meditate

#krabby
01,Bubble
01,Leer
20,ViceGrip
25,Guillotine
30,Stomp
35,Crabhammer
40,Harden

#kingler
01,Bubble
01,Leer
01,ViceGrip
20,ViceGrip
25,Guillotine
34,Stomp
42,Crabhammer
49,Harden

#voltorb
01,Tackle
01,Screech
17,SonicBoom
22,Selfdestruct
29,Light Screen
36,Swift
43,Explosion

#electrode
01,Tackle
01,Screech
01,SonicBoom
17,SonicBoom
22,Selfdestruct
29,Light Screen
40,Swift
50,Explosion

#exeggcute
01,Barrage
01,Hypnosis
25,Reflect
28,Leech Seed
32,Stun Spore
37,PoisonPowder
42,SolarBeam
48,Sleep Powder

#exeggutor
01,Barrage
01,Hypnosis
28,Stomp

#cubone
01,Growl
10,Bone Club
13,Tail Whip
18,Headbutt
25,Leer
31,Focus Energy
38,Thrash
43,Bonemerang
46,Rage

#marowak
01,Bone Club
01,Tail Whip
10,Bone Club
13,Tail Whip
18,Headbutt
25,Leer
33,Focus Energy
41,Thrash	Ground	50	90%	10
55,Rage
01,GrowlS
01,Leer
01,Focus Energy

#hitmonlee
01,Double Kick
01,Meditate
33,Rolling Kick
38,Jump Kick
43,Focus Energy
48,Hi Jump Kick
53,Mega Kick

#hitmonchan
01,Comet Punch
01,Agility
33,Fire Punch
38,Ice Punch
43,ThunderPunch
48,Mega Punch
53,Counter

#lickitung
01,Wrap
01,Supersonic
07,Stomp
15,Disable
23,Defense Curl
31,Slam
39,Screech

#koffing
01,Tackle
01,Smog
32,Sludge
37,SmokeScreen
40,Selfdestruct
45,Haze
48,Explosion

#weezing
01,Tackle
01,Smog
01,Sludge
32,Sludge
39,SmokeScreen
43,Selfdestruct
49,Haze
53,Explosion

#rhyhorn
01,Horn Attack
30,Stomp
35,Tail Whip
40,Fury Attack
45,Horn Drill
50,Leer
55,Take Down

#rhydon
01,Horn Attack
01,Stomp
01,Tail Whip
01,Fury Attack
30,Stomp
35,Tail Whip
40,Fury Attack
48,Horn Drill
55,Leer
64,Take Down

#chansey
01,Pound
01,Tail Whip
12,DoubleSlap
24,Sing
30,Growl
38,Minimize
44,DSefense Curl
48,Light Screen
54,Double-Edge

#tangela
01,Constrict
24,Bind
27,Absorb
29,Vine Whip
32,oisonPowder
36,Stun Spore
39,Sleep Powder
45,Slam
49,Growth

#kangaskhan
01,Comet Punch
01,Rage
26,Bite
31,Tail Whip
36,Mega Punch
41,Leer
46,Dizzy Punch

#horsea
01,Bubble
19,SmokeScreen
24,Leer
30,Water Gun
37,Agility
45,Hydro Pump

#seadra
01,Bubble
01,SmokeScreen
19,SmokeScreen
24,Leer
30,Water Gun
41,Agility
52,Hydro Pump

#goldeen
01,Peck
01,Tail Whip
19,Supersonic
24,Horn Attack
30,Fury Attack
37,Waterfall
45,Horn Drill
54,Agility

#seaking
01,Peck
01,Tail Whip
01,Supersonic
19,Supersonic
24,Horn Attack
30,Fury Attack
39,Waterfall
48,Horn Drill
54,Agility

#staryu
01,Tackle
17,Water Gun
22,Harden
27,Recover
32,Swift
37,Minimize
42,Light Screen
47,Hydro Pump

#starmie
01,Tackle
01,Water Gun
01,Harden

#mr-mime
01,Confusion
01,Barrier
15,Confusion
23,Light Screen
31,DoubleSlap
39,Meditate
47,Substitute

#scyther
01,Quick Attack
17,Leer
20,Focus Energy
24,Double Team
29,Slash
35,Swords Dance
42,Agility
50,Wing Attack

#jynx
01,Pound
01,Lovely Kiss
18,Lick
23,DoubleSlap
31,Ice Punch
39,Body Slam
47,Thrash
58,Blizzard

#electabuzz
01,Quick Attack
01,Leer
34,ThunderShock
37,Screech
42,ThunderPunch
49,Light Screen
54,Thunder

#magmar
01,Ember
36,Leer
39,Confuse Ray
43,Fire Punch
48,SmokeScreen
52,Smog
55,Flamethrower

#pinsir
01,ViceGrip
21,Bind
25,Seismic Toss
30,Guillotine
36,Focus Energy
43,Harden
49,Slash
54,Swords Dance

#tauros
01,Tackle
21,Stomp
28,Tail Whip
35,Leer
44,Rage
51,Take Down

#magikarp
01,Splash
15,Tackle

#gyarados
01,Tackle
20,Bit
25,Dragon Rage
32,Leer
41,Hydro Pump
52,Hyper Beam
01,Bite	Normal
01,Dragon Rage
01,Leer
01,Hydro Pump

#lapras
01,Water Gun
01,Growl
16,Sing
20,Mist
25,Body Slam
31,Confuse Ray
38,Ice Beam
46,Hydro Pump

#ditto
01,Transform

#eevee
01,Tackle
31,Tail Whip
08,Sand-Attack
16,Growl
23,Quick Attack
30,Bite
36,Focus Energy
42,Take Down

#vaporeon
01,Tackle
37,Tail Whip
01,Quick Attack
01,Water Gun
08,Sand-Attack
16,Water Gun
23,Quick Attack
30,Bite
36,Aurora Beam
42,Haze	Ice
42,Acid Armor
52,Hydro Pump
42,Mist

#jolteon
01,Tackle
37,Tail Whip
01,Quick Attack
01,ThunderShock
08,Sand-Attack
16,ThunderShock
23,Quick Attack
30,Double Kick
36,Pin Missile
40,Thunder Wave
44,Agility
52,Thunder

#flareon
01,Tackle
37,Tail Whip
01,Quick Attack
01,Ember
08,Sand-Attack
16,Ember
23,Quick Attack
30,Bite
36,Fire Spin
42,Smog
42,Leer
48,Rage
52,Flamethrower

#porygon
01,Tackle
01,Sharpen
01,Conversion
23,Psybeam
28,Recover
35,Agility
42,Tri Attack

#omanyte
01,Water Gun
01,Withdraw
34,Horn Attack
39,Leer
46,Spike Cannon
53,Hydro Pump

#omastar
01,Water Gun
01,Withdraw
01,Horn Attack
34,Horn Attack
39,Leer
44,Spike Cannon
49,Hydro Pump

#kabuto
01,Scratch
01,Harden
34,Absorb
39,Slash
44,Leer
49,Hydro Pump

#kabutops
01,Scratch
01,Harden
01,Absorb
34,Absorb
39,Slash
46,Leer
53,Hydro Pump

#aerodactyl
01,Wing Attack
01,Agility
33,Supersonic
38,Bite
45,Take Down
54,Hyper Beam

#snorlax
01,Headbutt
01,Amnesia
01,Rest
35,Body Slam
41,Harden
48,Double-Edge
56,Hyper Beam

#articuno
01,Peck
01,Ice Beam
51,Blizzard
55,Agility
60,Mist

#zapdos
01,ThunderShock
01,Drill Peck
51,Thunder
55,Agility
60,Light Screen

#moltres
01,Peck
01,Fire Spin
51,Leer
55,Agility
60,Sky Attack

#dratini
01,Wrap
01,Leer
10,Thunder Wave
20,Agility
30,Slam
40,Dragon Rage
50,Hyper Beam

#dragonair
01,Wrap
01,Leer
01,Thunder Wave
10,Thunder Wave
20,Agility
35,Slam
45,Dragon Rage
55,Hyper Beam

#dragonite
01,Wrap
01,Leer
01,Thunder Wave
01,Agility
10,Thunder Wave
20,Agility
35,Slam
45,Dragon Rage
60,Hyper Beam

#mewtwo
01,Confusion
01,Disable
01,Swift
01,Psychic
63,Barrier
66,Psychic
70,Recover
75,Mist
81,Amnesia

#mew
01,Pound
10,Transform
20,Mega Punch
30,Metronome
40,Psychic
